timestamp,detection_time,instance_id,instance_name,vote_count,proxy_ip,session_id,cooldown_message,failure_type
2025-10-24T21:33:04.622651,2025-10-24 21:33:04,22,Instance_22,15816,119.13.231.88,sxcw1auxrv,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:33:55.752056,2025-10-24 21:33:55,10,Instance_10,15816,77.83.69.212,w7gfpgsxwj,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:33:57.872617,2025-10-24 21:33:57,4,Instance_4,15816,119.13.233.164,au80g1m03x,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:34:01.223493,2025-10-24 21:34:01,9,Instance_9,15816,43.225.188.171,82shyhp3e5,Someone has already voted out of this IP address: 77.83.68.54 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:34:33.236605,2025-10-24 21:34:33,18,Instance_18,15817,119.13.238.105,xht06kj9ls,Someone has already voted out of this IP address: 43.225.188.243 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:34:38.038721,2025-10-24 21:34:38,15,Instance_15,15817,119.13.225.121,sk8ejydo14,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:40:30.189622,2025-10-24 21:40:30,3,Instance_3,15822,91.197.254.163,3b4e9sznwe,Someone has already voted out of this IP address: 43.225.188.156 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:41:59.920703,2025-10-24 21:41:59,34,Instance_34,15826,119.13.233.30,dfi9gcep3w,Someone has already voted out of this IP address: 119.13.230.16 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:49:23.442921,2025-10-24 21:49:23,5,Instance_5,15827,77.83.69.80,ioxp5o4qg1,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T21:50:32.694757,2025-10-24 21:50:32,11,Instance_11,15827,43.225.188.228,099u1zm9yi,Someone has already voted out of this IP address: 77.83.68.144 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:03:37.822065,2025-10-24 22:03:37,22,Instance_22,15834,119.13.231.88,sxcw1auxrv,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:05:02.091774,2025-10-24 22:05:02,23,Instance_23,15834,119.13.239.19,f6sv919o8p,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:11:49.499001,2025-10-24 22:11:49,4,Instance_4,15845,119.13.233.164,au80g1m03x,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:14:48.642464,2025-10-24 22:14:48,10,Instance_10,15847,77.83.69.212,w7gfpgsxwj,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:22:03.778321,2025-10-24 22:22:03,1,Instance_1,15850,43.225.188.139,mve0b3kzew,Someone has already voted out of this IP address: 119.13.234.247 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:30:50.009786,2025-10-24 22:30:50,13,Instance_13,15853,77.83.68.155,r3jkd8wbc0,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:35:05.891420,2025-10-24 22:35:05,14,Instance_14,15855,119.13.230.249,ufu5uv5oq3,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:35:35.063988,2025-10-24 22:35:35,22,Instance_22,15855,119.13.231.88,sxcw1auxrv,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:41:58.686047,2025-10-24 22:41:58,24,Instance_24,15864,119.13.226.173,118h593fqk,Someone has already voted out of this IP address: 77.83.69.157 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T22:42:33.371500,2025-10-24 22:42:33,8,Instance_8,15865,119.13.225.239,r0zej1xxo6,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T23:03:49.115533,2025-10-24 23:03:49,34,Instance_34,15873,119.13.233.30,dfi9gcep3w,Someone has already voted out of this IP address: 119.13.229.251 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T23:04:21.168398,2025-10-24 23:04:21,4,Instance_4,15873,119.13.233.164,au80g1m03x,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T23:11:11.141733,2025-10-24 23:11:11,14,Instance_14,15882,119.13.230.249,ufu5uv5oq3,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-24T23:14:44.173480,2025-10-24 23:14:44,27,Instance_27,15886,77.83.69.170,j9fdqbu9lg,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T00:05:15.663840,2025-10-25 00:05:15,17,Instance_17,15910,119.13.233.58,3dp6uog0i4,Someone has already voted out of this IP address: 77.83.69.208 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T00:09:21.587244,2025-10-25 00:09:21,22,Instance_22,15919,119.13.231.88,sxcw1auxrv,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T02:05:22.633155,2025-10-25 02:05:22,19,Instance_19,15939,119.13.224.217,6sjh6aj3nd,Someone has already voted out of this IP address: 119.13.236.158 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T03:05:18.612590,2025-10-25 03:05:18,18,Instance_18,15956,119.13.238.105,xht06kj9ls,Someone has already voted out of this IP address: 119.13.235.232 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T08:35:02.341363,2025-10-25 08:35:02,18,Instance_18,16052,119.13.238.105,xht06kj9ls,Someone has already voted out of this IP address: 119.13.229.244 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T09:00:56.198057,2025-10-25 09:00:56,19,Instance_19,16056,119.13.224.217,6sjh6aj3nd,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T09:01:21.681393,2025-10-25 09:01:21,21,Instance_21,16056,119.13.237.40,3ip6wbars9,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T09:11:03.898865,2025-10-25 09:11:03,14,Instance_14,16074,119.13.230.249,ufu5uv5oq3,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T09:18:26.044050,2025-10-25 09:18:26,9,Instance_9,16078,43.225.188.171,82shyhp3e5,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T10:52:20.065284,2025-10-25 10:52:20,11,Instance_11,16093,43.225.188.228,099u1zm9yi,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T10:53:05.626880,2025-10-25 10:53:05,3,Instance_3,16093,91.197.254.163,3b4e9sznwe,Someone has already voted out of this IP address: 119.13.236.158 Please come back at your next voting time of 30 minutes.,instance_cooldown
2025-10-25T11:01:55.238335,2025-10-25 11:01:55,5,Instance_5,16099,77.83.69.80,ioxp5o4qg1,You have voted already! Please come back at your next voting time of 30 minutes.,instance_cooldown
